GEO_NAME,Arab,Black,Chinese,Filipino,Japanese,Korean,Latin American,Multiple Indigenous ancestries (only),Multiple Indigenous and non-Indigenous ancestries,Multiple visible minorities,Single Indigenous ancestry (only),Single Indigenous and non-Indigenous ancestries,South Asian,Southeast Asian,"Visible minority, n.i.e.",West Asian
"Membertou 28B, Indian reserve (IRI)",0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.25,60.0,0.0,0.0,0.0,0.0
"Memramcook, Village (VL)",0.0,30.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,93.75,35.0,0.0,0.0,0.0
"Mercier, Ville (V)",175.0,1245.0,65.0,40.0,0.0,25.0,130.0,0.0,0.0,40.0,121.25,240.0,50.0,80.0,15.0,30.0
"Metchosin, District municipality (DM)",0.0,25.0,45.0,20.0,40.0,0.0,0.0,0.0,6.0,0.0,16.25,116.25,35.0,0.0,0.0,0.0
"Metro Vancouver A, Regional district electoral area (RDA)",390.0,200.0,6610.0,165.0,325.0,1050.0,415.0,0.0,0.0,325.0,60.0,100.0,995.0,315.0,130.0,560.0
"Middlesex Centre, Municipality (MU)",75.0,145.0,150.0,30.0,40.0,45.0,155.0,0.0,0.0,45.0,28.75,156.25,320.0,55.0,40.0,45.0
Midland,55.0,265.0,120.0,105.0,25.0,35.0,65.0,27.0,46.0,35.0,842.5,1431.25,305.0,95.0,60.0,0.0
"Midland, Town (T)",40.0,185.0,100.0,85.0,20.0,35.0,55.0,24.0,40.0,35.0,448.75,856.25,235.0,95.0,35.0,0.0
"Millbrook 27, Indian reserve (IRI)",0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,87.5,0.0,0.0,0.0,0.0
"Milton, Town (T)",7405.0,7655.0,3685.0,5300.0,280.0,810.0,3405.0,16.0,18.0,2685.0,112.5,583.75,37100.0,1285.0,1165.0,1765.0
"Miltonvale Park, Rural municipality (RM)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.75,0.0,0.0,0.0,0.0
"Mirabel, Ville (V)",945.0,1175.0,155.0,55.0,0.0,75.0,600.0,0.0,0.0,120.0,576.25,847.5,260.0,380.0,20.0,195.0
Miramichi,45.0,150.0,50.0,210.0,0.0,15.0,25.0,4.0,10.0,25.0,500.0,647.5,160.0,25.0,15.0,0.0
"Miramichi, City (C)",30.0,130.0,35.0,190.0,0.0,15.0,20.0,0.0,8.0,25.0,130.0,385.0,130.0,20.0,15.0,0.0
"Miscouche, Fire district (FD)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
"Miscouche, Rural municipality (RM)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0
"Mission 1, Indian reserve (IRI)",0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,182.5,42.5,0.0,0.0,0.0,0.0
"Mission, District municipality (DM)",125.0,280.0,520.0,480.0,145.0,135.0,330.0,16.0,36.0,230.0,418.75,1403.75,4330.0,535.0,50.0,115.0
"Mississauga, City (CY)",42805.0,49220.0,52095.0,38335.0,2115.0,5825.0,17325.0,0.0,37.0,16410.0,373.75,2100.0,180800.0,17165.0,10890.0,8510.0
"Mississippi Mills, Town (T)",60.0,110.0,60.0,45.0,0.0,0.0,35.0,4.0,4.0,15.0,52.5,318.75,90.0,10.0,0.0,0.0
Moncton,1790.0,5310.0,875.0,1590.0,105.0,845.0,860.0,6.0,34.0,585.0,857.5,2443.75,3230.0,865.0,150.0,145.0
"Moncton, City (C)",1165.0,4075.0,660.0,980.0,65.0,575.0,565.0,5.0,17.0,385.0,427.5,1222.5,2310.0,615.0,55.0,95.0
"Moncton, Parish (P)",0.0,55.0,0.0,25.0,10.0,0.0,15.0,0.0,5.0,10.0,48.75,242.5,20.0,0.0,0.0,0.0
"Mono, Town (T)",105.0,405.0,55.0,10.0,35.0,50.0,55.0,0.0,0.0,50.0,27.5,95.0,730.0,20.0,125.0,0.0
"Mont-Royal, Ville (V)",1770.0,570.0,1540.0,150.0,40.0,110.0,355.0,0.0,0.0,215.0,10.0,76.25,610.0,820.0,65.0,445.0
"Mont-Saint-Hilaire, Ville (V)",50.0,180.0,115.0,20.0,0.0,10.0,110.0,0.0,0.0,0.0,70.0,265.0,20.0,140.0,25.0,0.0
"Montrose, Village (VL)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,11.25,23.75,0.0,0.0,0.0,0.0
Montréal,246145.0,340135.0,103505.0,40315.0,4170.0,9150.0,137850.0,224.0,241.0,30605.0,16573.75,39018.75,121260.0,61255.0,9965.0,39470.0
"Montréal, Ville (V)",141935.0,198610.0,56935.0,27355.0,2645.0,5245.0,78150.0,68.0,91.0,17540.0,4197.5,13973.75,79670.0,37905.0,5470.0,17500.0
"Montréal-Est, Ville (V)",80.0,520.0,15.0,35.0,0.0,0.0,125.0,0.0,0.0,0.0,35.0,60.0,10.0,10.0,0.0,0.0
"Montréal-Ouest, Ville (V)",65.0,220.0,85.0,60.0,0.0,15.0,85.0,0.0,0.0,25.0,3.75,18.75,180.0,40.0,15.0,145.0
Moose Jaw,80.0,665.0,625.0,1030.0,25.0,40.0,135.0,10.0,22.0,50.0,477.5,866.25,645.0,180.0,45.0,0.0
"Moose Jaw No. 161, Rural municipality (RM)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,37.5,0.0,0.0,0.0,0.0
"Moose Jaw, City (CY)",80.0,660.0,605.0,1030.0,25.0,40.0,130.0,10.0,22.0,50.0,467.5,828.75,640.0,180.0,45.0,0.0
"Moravian 47, Indian reserve (IRI)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,7.5,0.0,0.0,0.0,0.0
"Morden, City (CY)",30.0,85.0,30.0,460.0,0.0,0.0,135.0,0.0,0.0,0.0,91.25,182.5,105.0,25.0,0.0,0.0
"Morinville, Town (T)",35.0,65.0,75.0,115.0,30.0,0.0,25.0,12.0,18.0,25.0,172.5,442.5,85.0,35.0,15.0,0.0
"Mount Moriah, Town (T)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.25,65.0,0.0,0.0,0.0,0.0
"Mount Pearl, City (CY)",0.0,120.0,100.0,115.0,0.0,10.0,70.0,0.0,20.0,0.0,211.25,376.25,55.0,30.0,0.0,0.0
"Mount Stewart, Rural municipality (RM)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0
"Mt. Lorne, Hamlet (HAM)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.25,26.25,0.0,0.0,0.0,0.0
"Mulgrave-et-Derry, Municipalité (MÉ)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0
"Musquash, Parish (P)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Musqueam 2, Indian reserve (IRI)",0.0,15.0,125.0,10.0,0.0,0.0,0.0,0.0,4.0,0.0,305.0,110.0,60.0,25.0,10.0,30.0
Nanaimo,430.0,1270.0,2985.0,1565.0,725.0,730.0,735.0,32.0,96.0,470.0,1925.0,3201.25,3175.0,1255.0,225.0,320.0
"Nanaimo A, Regional district electoral area (RDA)",0.0,45.0,35.0,0.0,20.0,0.0,15.0,0.0,4.0,0.0,103.75,208.75,60.0,55.0,0.0,0.0
"Nanaimo C, Regional district electoral area (RDA)",0.0,0.0,55.0,0.0,40.0,0.0,10.0,0.0,0.0,0.0,25.0,98.75,15.0,0.0,0.0,0.0
"Nanaimo G, Regional district electoral area (RDA)",0.0,15.0,65.0,45.0,25.0,20.0,20.0,0.0,4.0,15.0,60.0,112.5,100.0,15.0,0.0,0.0
"Nanaimo River, Indian reserve (IRI)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,15.0,0.0,0.0,0.0,0.0
"Nanaimo Town 1, Indian reserve (IRI)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,12.5,0.0,0.0,0.0,0.0
"Nanaimo, City (CY)",430.0,1180.0,2865.0,1525.0,655.0,700.0,710.0,25.0,94.0,460.0,1342.5,2790.0,3095.0,1145.0,225.0,310.0
"Nanoose, Indian reserve (IRI)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,7.5,0.0,0.0,0.0,0.0
"Nazco 20, Indian reserve (IRI)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0
"Neebing, Municipality (MU)",0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,101.25,0.0,0.0,0.0,0.0
Nelson,10.0,110.0,140.0,220.0,180.0,35.0,125.0,2.0,6.0,65.0,83.75,512.5,275.0,35.0,25.0,0.0
"Nelson, City (CY)",10.0,80.0,110.0,190.0,130.0,35.0,90.0,0.0,4.0,55.0,61.25,251.25,245.0,25.0,20.0,0.0
"Nelson, Parish (P)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.75,0.0,0.0,0.0,0.0
"Neuville, Ville (V)",0.0,0.0,25.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,23.75,90.0,0.0,10.0,0.0,0.0
New Glasgow,65.0,735.0,100.0,240.0,0.0,10.0,85.0,0.0,7.0,30.0,312.5,517.5,160.0,65.0,15.0,10.0
"New Glasgow, Fire district (FD)",15.0,10.0,10.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,8.75,21.25,0.0,0.0,0.0,0.0
"New Glasgow, Town (T)",35.0,510.0,55.0,135.0,0.0,0.0,15.0,0.0,2.0,25.0,38.75,177.5,100.0,20.0,0.0,0.0
"New Maryland, Parish (P)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,52.5,0.0,0.0,0.0,0.0
"New Maryland, Village (VL)",30.0,10.0,35.0,0.0,15.0,0.0,25.0,0.0,0.0,0.0,11.25,46.25,45.0,0.0,0.0,0.0
"New Songhees 1A, Indian reserve (IRI)",55.0,20.0,15.0,20.0,0.0,0.0,20.0,0.0,0.0,10.0,140.0,56.25,10.0,0.0,0.0,0.0
"New Tecumseth, Town (T)",595.0,1660.0,265.0,450.0,65.0,165.0,985.0,8.0,2.0,350.0,116.25,440.0,1935.0,520.0,380.0,495.0
"New Westminster, City (CY)",640.0,2695.0,8530.0,6775.0,990.0,1555.0,2560.0,5.0,19.0,1635.0,366.25,1010.0,8105.0,1290.0,640.0,1135.0
"Newcastle, Parish (P)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.25,0.0,0.0,0.0,0.0
"Newmarket, Town (T)",990.0,2485.0,8635.0,2110.0,250.0,960.0,1300.0,0.0,6.0,1465.0,128.75,631.25,3765.0,2130.0,530.0,5610.0
"Niagara Falls, City (CY)",985.0,2840.0,2230.0,2825.0,210.0,590.0,1455.0,13.0,43.0,740.0,386.25,1166.25,5810.0,905.0,500.0,275.0
"Niagara-on-the-Lake, Town (T)",80.0,215.0,490.0,245.0,70.0,90.0,255.0,0.0,0.0,90.0,26.25,165.0,495.0,175.0,35.0,80.0
"Nigadoo, Village (VL)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.75,0.0,0.0,0.0,0.0
"Nipissing, Township (TP)",0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,48.75,0.0,0.0,0.0,0.0
"Nipissing, Unorganized, North Part, Unorganized (NO)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.25,86.25,0.0,0.0,0.0,0.0
"Niverville, Town (T)",0.0,125.0,10.0,65.0,0.0,0.0,10.0,0.0,16.0,55.0,76.25,301.25,90.0,45.0,10.0,0.0
"Nobleford, Town (T)",0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,17.5,10.0,0.0,0.0,0.0,0.0
Norfolk,40.0,650.0,205.0,260.0,20.0,110.0,245.0,0.0,4.0,155.0,362.5,1028.75,345.0,110.0,45.0,40.0
"Norfolk County, City (CY)",40.0,650.0,205.0,260.0,20.0,110.0,245.0,0.0,4.0,155.0,362.5,1028.75,345.0,110.0,45.0,40.0
"Norglenwold, Summer village (SV)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0
North Battleford,0.0,290.0,135.0,1065.0,0.0,80.0,150.0,53.0,58.0,70.0,1500.0,761.25,485.0,90.0,0.0,0.0
"North Battleford, City (CY)",0.0,220.0,105.0,1030.0,0.0,80.0,125.0,38.0,26.0,60.0,1173.75,577.5,465.0,90.0,0.0,0.0
North Bay,65.0,655.0,335.0,150.0,55.0,35.0,185.0,38.0,82.0,80.0,1486.25,3022.5,745.0,140.0,70.0,70.0
"North Bay, City (CY)",60.0,565.0,260.0,125.0,45.0,35.0,140.0,28.0,45.0,65.0,1200.0,2310.0,710.0,120.0,45.0,70.0
"North Coast A, Regional district electoral area (RDA)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0
"North Cowichan, District municipality (DM)",70.0,280.0,385.0,430.0,155.0,100.0,90.0,6.0,14.0,110.0,591.25,947.5,900.0,135.0,25.0,15.0
"North Dumfries, Township (TP)",65.0,105.0,55.0,20.0,15.0,0.0,75.0,0.0,6.0,25.0,25.0,86.25,270.0,55.0,20.0,0.0
"North Grenville, Municipality (MU)",80.0,120.0,55.0,10.0,20.0,35.0,60.0,0.0,0.0,20.0,72.5,366.25,140.0,30.0,45.0,0.0
"North Hatley, Village (VL)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0
"North Okanagan B, Regional district electoral area (RDA)",0.0,10.0,60.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,60.0,95.0,45.0,0.0,0.0
"North Okanagan C, Regional district electoral area (RDA)",0.0,0.0,15.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,15.0,96.25,40.0,25.0,0.0,0.0
"North Saanich, District municipality (DM)",10.0,45.0,220.0,40.0,40.0,0.0,35.0,0.0,0.0,20.0,38.75,168.75,275.0,95.0,0.0,0.0
"North Shore, Fire district (FD)",0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,26.25,30.0,10.0,0.0,0.0
"North Shore, Rural municipality (RM)",0.0,25.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.25,30.0,0.0,0.0,0.0
"North Vancouver, City (CY)",355.0,550.0,3005.0,3815.0,755.0,1435.0,1210.0,10.0,20.0,760.0,207.5,508.75,2100.0,405.0,315.0,6155.0
"North Vancouver, District municipality (DM)",220.0,475.0,6070.0,2155.0,1130.0,1775.0,1255.0,0.0,6.0,1135.0,181.25,851.25,2780.0,375.0,370.0,7680.0
"Northesk, Parish (P)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,35.0,0.0,0.0,0.0,0.0
"Norton, Parish (P)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,22.5,10.0,0.0,0.0,0.0
"Notre-Dame-de-l'Île-Perrot, Ville (V)",215.0,340.0,170.0,115.0,0.0,35.0,170.0,0.0,0.0,70.0,27.5,88.75,115.0,40.0,0.0,125.0
"Notre-Dame-de-la-Salette, Municipalité (MÉ)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,12.5,0.0,0.0,0.0,0.0
"Notre-Dame-des-Prairies, Ville (V)",15.0,45.0,35.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,41.25,88.75,0.0,25.0,0.0,0.0
"Notre-Dame-du-Bon-Conseil, Paroisse (municipalité de) (PE)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,15.0,0.0,0.0,0.0,0.0
"Notre-Dame-du-Bon-Conseil, Village (VL)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,20.0,0.0,0.0,0.0,0.0
"Notre-Dame-du-Portage, Municipalité (MÉ)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,10.0,0.0,0.0
"O'Connor, Township (TP)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.25,0.0,0.0,0.0,0.0
"Oak Bay, District municipality (DM)",40.0,100.0,900.0,155.0,145.0,65.0,120.0,4.0,0.0,135.0,22.5,197.5,370.0,95.0,45.0,75.0
"Oakville, Town (T)",10020.0,7020.0,23055.0,4170.0,660.0,3440.0,4265.0,0.0,12.0,3445.0,143.75,901.25,28685.0,1600.0,1290.0,2480.0
"Oka, Municipalité (MÉ)",0.0,20.0,10.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,102.5,77.5,0.0,0.0,0.0,0.0
"Okanagan (Part) 1, Indian reserve (IRI)",15.0,15.0,0.0,0.0,10.0,0.0,10.0,0.0,4.0,0.0,267.5,112.5,0.0,0.0,0.0,0.0
"Okanagan-Similkameen D, Regional district electoral area (RDA)",0.0,45.0,40.0,30.0,0.0,0.0,25.0,0.0,0.0,0.0,23.75,111.25,40.0,0.0,0.0,0.0
"Okanagan-Similkameen F, Regional district electoral area (RDA)",0.0,0.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.5,27.5,15.0,0.0,0.0,0.0
"Okanagan-Similkameen I, Regional district electoral area (RDA)",0.0,35.0,35.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,6.25,55.0,15.0,0.0,0.0,0.0
Okotoks,40.0,260.0,170.0,835.0,10.0,70.0,250.0,7.0,34.0,130.0,172.5,765.0,335.0,155.0,20.0,25.0
"Okotoks, Town (T)",40.0,260.0,170.0,835.0,10.0,70.0,250.0,7.0,34.0,130.0,172.5,765.0,335.0,155.0,20.0,25.0
"Oliver Paipoonge, Municipality (MU)",0.0,25.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.5,186.25,0.0,0.0,0.0,15.0
"Orangeville, Town (T)",120.0,1215.0,235.0,535.0,50.0,70.0,385.0,0.0,3.0,205.0,136.25,456.25,1130.0,100.0,150.0,75.0
"Orford, Canton (municipalité de) (CT)",0.0,25.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,17.5,108.75,0.0,0.0,0.0,0.0
Orillia,50.0,405.0,345.0,360.0,30.0,90.0,105.0,0.0,6.0,100.0,355.0,852.5,590.0,155.0,85.0,55.0
"Orillia, City (CY)",50.0,405.0,345.0,360.0,30.0,90.0,105.0,0.0,6.0,100.0,355.0,852.5,590.0,155.0,85.0,55.0
"Orkney No. 244, Rural municipality (RM)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.25,55.0,0.0,0.0,0.0,0.0
Oshawa,3165.0,33080.0,8925.0,9065.0,635.0,1130.0,4680.0,16.0,116.0,5655.0,1320.0,5697.5,37570.0,1810.0,4535.0,4970.0
"Oshawa, City (CY)",1250.0,15425.0,3125.0,4325.0,135.0,465.0,2280.0,8.0,61.0,2275.0,746.25,2670.0,16240.0,770.0,1865.0,2125.0
"Osler, Town (T)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,47.5,0.0,0.0,0.0,0.0
"Otonabee-South Monaghan, Township (TP)",0.0,25.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,27.5,118.75,55.0,10.0,0.0,0.0
Ottawa - Gatineau,69210.0,114230.0,50030.0,16105.0,2750.0,4680.0,20620.0,174.0,475.0,12665.0,10557.5,28888.75,60780.0,16895.0,4435.0,14525.0
"Ottawa, City (CV)",58180.0,84765.0,46170.0,14320.0,2315.0,4125.0,14350.0,102.0,292.0,10910.0,3975.0,16231.25,57820.0,14960.0,3780.0,13255.0
"Otterburn Park, Ville (V)",10.0,150.0,40.0,0.0,0.0,0.0,35.0,0.0,0.0,15.0,36.25,125.0,10.0,15.0,0.0,0.0
Owen Sound,200.0,320.0,165.0,75.0,65.0,55.0,65.0,4.0,0.0,55.0,196.25,592.5,390.0,25.0,65.0,10.0
"Owen Sound, City (CY)",140.0,275.0,115.0,40.0,50.0,50.0,45.0,0.0,0.0,40.0,160.0,457.5,345.0,25.0,55.0,10.0
"Oyster Bay 12, Indian reserve (IRI)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.5,0.0,0.0,0.0,0.0,0.0
"Pabineau 11, Indian reserve (IRI)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,17.5,0.0,0.0,0.0,0.0
"Paradise, Town (T)",35.0,70.0,50.0,45.0,0.0,0.0,15.0,12.0,12.0,0.0,218.75,521.25,95.0,0.0,0.0,10.0
"Parkland County, Municipal district (MD)",25.0,260.0,165.0,125.0,40.0,0.0,85.0,8.0,21.0,35.0,337.5,952.5,190.0,20.0,0.0,25.0
Parksville,10.0,60.0,220.0,415.0,80.0,105.0,85.0,0.0,22.0,70.0,161.25,456.25,225.0,50.0,15.0,10.0
"Parksville, City (CY)",10.0,30.0,115.0,300.0,0.0,75.0,60.0,0.0,4.0,40.0,71.25,225.0,80.0,25.0,10.0,0.0
"Pasadena, Town (T)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,190.0,212.5,0.0,0.0,0.0,0.0
"Peace River C, Regional district electoral area (RDA)",0.0,0.0,0.0,70.0,0.0,0.0,35.0,6.0,20.0,0.0,123.75,266.25,0.0,0.0,0.0,0.0
"Peace River D, Regional district electoral area (RDA)",0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,56.25,200.0,0.0,0.0,0.0,0.0
"Peachland, District municipality (DM)",0.0,30.0,50.0,10.0,20.0,15.0,10.0,0.0,0.0,30.0,51.25,88.75,25.0,25.0,0.0,0.0
"Pelham, Town (T)",50.0,135.0,55.0,65.0,40.0,70.0,115.0,0.0,0.0,75.0,37.5,235.0,325.0,30.0,0.0,10.0
Pembroke,30.0,115.0,110.0,110.0,0.0,15.0,65.0,4.0,40.0,30.0,401.25,1132.5,185.0,35.0,0.0,0.0
"Pembroke, City (CY)",0.0,90.0,100.0,40.0,0.0,0.0,35.0,4.0,24.0,20.0,300.0,682.5,160.0,35.0,0.0,0.0
"Penelakut Island 7, Indian reserve (IRI)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,0.0,0.0,0.0,0.0,0.0
"Penetanguishene, Town (T)",15.0,80.0,20.0,20.0,0.0,0.0,10.0,5.0,8.0,0.0,395.0,572.5,70.0,0.0,25.0,0.0
"Pense No. 160, Rural municipality (RM)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pense, Town (T)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,21.25,0.0,0.0,0.0,0.0
Penticton,50.0,355.0,440.0,540.0,245.0,155.0,210.0,11.0,18.0,130.0,605.0,1411.25,1215.0,170.0,20.0,75.0
"Penticton 1, Indian reserve (IRI)",0.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0,6.0,0.0,233.75,147.5,10.0,0.0,0.0,0.0
"Penticton, City (CY)",45.0,265.0,340.0,500.0,190.0,155.0,175.0,11.0,14.0,130.0,335.0,1068.75,1130.0,170.0,20.0,75.0
Petawawa,50.0,270.0,60.0,70.0,40.0,35.0,80.0,6.0,18.0,60.0,190.0,668.75,300.0,70.0,35.0,10.0
"Petawawa, Town (T)",50.0,270.0,60.0,70.0,40.0,35.0,80.0,6.0,18.0,60.0,190.0,668.75,300.0,70.0,35.0,10.0
Peterborough,505.0,1530.0,1040.0,645.0,145.0,350.0,500.0,25.0,62.0,320.0,1225.0,2658.75,2965.0,580.0,285.0,305.0
"Peterborough, City (CY)",480.0,1115.0,795.0,555.0,85.0,325.0,420.0,20.0,48.0,255.0,727.5,1827.5,2570.0,545.0,215.0,265.0
"Petersville, Parish (P)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.25,0.0,0.0,0.0,0.0
"Petit-Rocher, Village (VL)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,7.5,0.0,0.0,0.0,0.0
"Petty Harbour-Maddox Cove, Town (T)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0
"Pickering, City (CY)",1640.0,11275.0,2935.0,4085.0,335.0,420.0,1500.0,0.0,22.0,2825.0,87.5,595.0,20890.0,570.0,2580.0,2060.0
"Pictou, Subd. B, Subdivision of county municipality (SC)",0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.25,100.0,20.0,0.0,0.0,0.0
"Pictou, Subd. C, Subdivision of county municipality (SC)",0.0,50.0,15.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,43.75,81.25,15.0,0.0,0.0,0.0
"Picture Butte, Town (T)",0.0,15.0,25.0,0.0,15.0,0.0,110.0,0.0,0.0,0.0,0.0,41.25,10.0,0.0,0.0,0.0
"Pikogan, Indian reserve (IRI)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,17.5,0.0,0.0,0.0,0.0
"Pilot Butte, Town (T)",0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,63.75,0.0,25.0,0.0,0.0
"Pincourt, Ville (V)",365.0,620.0,395.0,225.0,40.0,25.0,225.0,14.0,0.0,60.0,25.0,170.0,305.0,65.0,20.0,195.0
"Pitt Meadows, City (CY)",160.0,165.0,770.0,850.0,140.0,340.0,295.0,6.0,8.0,325.0,76.25,336.25,1020.0,205.0,35.0,275.0
"Plympton-Wyoming, Town (T)",0.0,50.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,20.0,80.0,30.0,25.0,0.0,0.0
"Point Edward, Village (VL)",0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,30.0,0.0,0.0,0.0,15.0
"Pointe-Calumet, Municipalité (MÉ)",55.0,45.0,10.0,0.0,0.0,0.0,55.0,0.0,0.0,10.0,108.75,147.5,0.0,0.0,0.0,0.0
"Pointe-Claire, Ville (V)",720.0,875.0,2415.0,530.0,150.0,220.0,695.0,10.0,0.0,285.0,40.0,217.5,1410.0,210.0,110.0,405.0
"Pointe-Lebel, Village (VL)",0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.5,42.5,0.0,0.0,0.0,0.0
"Pointe-Verte, Village (VL)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,18.75,0.0,0.0,0.0,0.0
"Pointe-aux-Outardes, Village (VL)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.25,52.5,0.0,0.0,0.0,0.0
"Pointe-des-Cascades, Village (VL)",0.0,180.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,38.75,0.0,20.0,0.0,0.0
